Year,ZipCode,Building_Category,Current_Value,Current_Maintenance,Senior Population
2014,V5N,One Family Dwelling,2168776.2361246957,275445.156185043,61
2014,V5N,One Family Dwelling,1639979.995976996,235189.63663589754,31
2014,V5N,One Family Dwelling,1700078.4019525175,258252.27445365017,175
2014,V5N,One Family Dwelling,1836760.63305363,307752.017432771,162
2014,V5N,Two Family Dwelling,1567695.26746318,185474.30731971437,88
2014,V5N,Two Family Dwelling,1209156.9149962543,185698.56472916342,113
2014,V5N,Two Family Dwelling,1340324.0473298007,155650.6769314029,11
2014,V5N,Two Family Dwelling,1394373.220242192,150627.12557917426,126
2014,V5N,Two Family Dwelling,1393702.6838774502,205911.78937657084,123
2014,V5N,Two Family Dwelling,1661536.7734615486,149274.91559151685,34
2014,V5N,Two Family Dwelling,1184642.242479893,190194.94507583394,125
2014,V5N,Two Family Dwelling,1609099.871668648,191616.4530214726,103
2014,V5N,Two Family Dwelling,1585211.9956692639,213568.67662756288,15
2014,V5N,Two Family Dwelling,1149718.1757608566,216994.33826877963,16
2014,V5P,Commercial,998720.6959493223,160343.00641676143,41
2014,V5P,Comprehensive Development,1100389.211324068,352741.73103645816,14
2014,V5P,Comprehensive Development,1071954.8405610842,357285.1418187447,17
2014,V5P,Comprehensive Development,955452.4096893029,312066.71420077275,5
2014,V5P,Comprehensive Development,761025.90178176,365888.4847912367,13
2014,V5P,Comprehensive Development,1066853.7694405692,365805.969522007,8
2014,V5P,Comprehensive Development,1104458.2869118808,301400.9546385279,25
2014,V5P,Comprehensive Development,1036726.7315340072,294760.2109130901,28
2014,V5P,Comprehensive Development,775204.7597523554,339107.198444318,48
2014,V5P,Comprehensive Development,1067358.639802341,382774.6999892325,48
2014,V5P,Comprehensive Development,1049343.97546731,366567.5470017132,33
2014,V5P,Comprehensive Development,1041606.9847493682,262226.76223343826,39
2014,V5P,Comprehensive Development,793615.9245555337,275022.31256679,14
2014,V5P,Comprehensive Development,821340.2394389404,341323.19856126886,7
2014,V5P,Comprehensive Development,1103795.7319748711,287871.5584616787,34
2014,V5P,Historic Area,1313249.1366598858,201522.17963390343,21
2014,V5P,Historic Area,1387130.3711634625,178183.45720554938,7
2014,V5P,Historic Area,1402404.150114853,210056.15665816944,50
2014,V5P,Industrial,1873435.798967818,209006.00684733666,4
2014,V5P,Industrial,1576716.184541567,267750.1981842033,5
2014,V5P,Industrial,1622581.8678249395,254249.7908426886,2
2014,V5P,Industrial,1823068.3877872392,227800.19010976158,3
2014,V5P,Industrial,1936590.28060914,217774.40186146367,7
2014,V5P,Industrial,1968450.4041824378,241375.02285671778,0
2014,V5P,Industrial,1715468.6271459216,273597.8485384566,3
2014,V5P,Industrial,1528094.4666218623,251668.242572522,5
2014,V5P,Industrial,2028093.486870014,272101.90847820084,5
2014,V5P,Industrial,1598341.7811375668,272797.17332914745,2
2014,V5P,Industrial,1370389.6701575005,192072.90858055896,8
2014,V5P,Multiple Family Dwelling,710843.8412151532,246200.71239131683,66
2014,V5P,Multiple Family Dwelling,867909.5783552702,215817.88491820337,33
2014,V5P,Multiple Family Dwelling,660356.1700562342,224941.8893182858,21
2014,V5P,Multiple Family Dwelling,829652.6400817321,243416.89205532518,57
2014,V5P,Multiple Family Dwelling,762126.3826181177,295374.97240828665,67
2014,V5P,Multiple Family Dwelling,976324.3110694917,234813.77055991467,28
2014,V5P,Multiple Family Dwelling,896204.8006590221,310322.71839850175,60
2014,V5P,Multiple Family Dwelling,768804.8456803346,252273.8542799349,81
2014,V5P,Multiple Family Dwelling,944826.6885461931,307984.3437757557,33
2014,V5P,Multiple Family Dwelling,850258.5873698195,259829.4205234212,8
2014,V5P,Multiple Family Dwelling,673351.0016856294,246686.18116094917,4
2014,V5P,Multiple Family Dwelling,768829.9761733684,305872.94034230727,46
2014,V5P,Multiple Family Dwelling,971698.0343213675,282186.2371425725,49
2014,V5P,Multiple Family Dwelling,969283.8876434222,263275.4924102006,77
2014,V5P,Multiple Family Dwelling,748039.9484473149,267591.7099154906,18
2014,V5P,Multiple Family Dwelling,713014.6946350418,224419.80706060032,17
2014,V5P,Multiple Family Dwelling,945583.4348333693,227551.30978750513,21
2014,V5P,Multiple Family Dwelling,919666.3695661469,232686.43943095033,83
2014,V5P,Multiple Family Dwelling,913556.7160027158,298542.7718643892,96
2014,V5P,Multiple Family Dwelling,723031.996867813,222792.40010684376,46
2014,V5P,One Family Dwelling,2220803.0940230447,275667.67450247065,18
2014,V5P,One Family Dwelling,2073957.2244527568,306017.4090872029,5
2014,V5P,One Family Dwelling,1798101.2753053522,302070.89371621143,104
2014,V5P,One Family Dwelling,1789859.8106367474,318416.9208066461,132
2014,V5P,One Family Dwelling,2013245.783443057,262820.3326324093,52
2014,V5P,One Family Dwelling,1824610.6993671248,320588.5271421148,122
2014,V5P,One Family Dwelling,2073109.4747114324,275346.5800021332,180
2014,V5P,One Family Dwelling,1941713.1629137252,322316.58295464946,48
2014,V5P,One Family Dwelling,2074112.9809380625,284576.1737620181,86
2014,V5P,One Family Dwelling,1760176.5154978011,242108.78911470622,9
2014,V5P,One Family Dwelling,1866065.6732412702,310238.8701379346,8
2014,V5P,One Family Dwelling,1713791.830033159,311575.9142033919,30
2014,V5P,One Family Dwelling,1981074.230353822,276208.02163207665,74
2014,V5P,One Family Dwelling,2319072.11459474,299137.7002251313,21
2014,V5P,One Family Dwelling,2214868.9453469915,226035.94319259323,53
2014,V5P,One Family Dwelling,2330664.065605041,258547.36381157069,180
2014,V5P,Two Family Dwelling,1663494.9915068876,185129.8443153236,11
2014,V5P,Two Family Dwelling,1143985.268763017,199749.9756644509,0
2014,V5P,Two Family Dwelling,1185892.42476065,173022.7263631617,54
2014,V5P,Two Family Dwelling,1332902.934073534,190569.09122226617,34
2014,V5P,Two Family Dwelling,1397660.7508862251,212571.5194630567,19
2014,V5P,Two Family Dwelling,1546591.7417787688,206346.21524259157,6
2014,V5P,Two Family Dwelling,1132776.6635043104,219444.14116371787,30
2014,V5P,Two Family Dwelling,1646233.5831562383,194954.82145185716,52
2014,V5P,Two Family Dwelling,1603549.4965076707,160393.76879596137,126
2014,V5P,Two Family Dwelling,1626979.3385531115,187339.12205569082,78
2014,V5P,Two Family Dwelling,1251335.0050584448,162204.35405970522,104
2014,V5P,Two Family Dwelling,1189173.9981522346,204564.77999052737,46
2014,V5P,Two Family Dwelling,1135319.395378182,193064.1103563362,116
2014,V5P,Two Family Dwelling,1379494.2494227423,160602.29531419862,69
2014,V5P,Two Family Dwelling,1616969.5308719429,159821.96069740292,19
2014,V5P,Two Family Dwelling,1664280.002072324,173213.79973453653,79
2014,V5P,Two Family Dwelling,1689778.940286508,148400.64468433274,23
2014,V5P,Two Family Dwelling,1309089.0353196813,218764.88663179034,124
2014,V5P,Two Family Dwelling,1275563.426963473,205424.40786187758,22
2014,V5R,Commercial,1381229.3800192822,232905.82817647976,40
2014,V5R,Commercial,953810.932734641,172136.83613911347,10
2014,V5R,Commercial,1255497.9509513057,199300.92531201028,37
2014,V5R,Comprehensive Development,1129030.436450125,353398.2949742629,36
2014,V5R,Comprehensive Development,860434.5006328868,309703.31478677184,31
2014,V5R,Comprehensive Development,1124170.2076665708,301233.2634084666,20
2014,V5R,Comprehensive Development,1133211.9174811505,275563.4402028915,29
2014,V5R,Comprehensive Development,801327.7572387712,292880.49834503,24
2014,V5R,Historic Area,1488993.1150313637,181741.18649662822,85
2014,V5R,Historic Area,1522318.6631532619,207458.28101079486,55
2014,V5R,Historic Area,1176075.856159697,175239.23172853782,23
2014,V5R,Historic Area,1491469.5046887996,213906.4338209386,45
2014,V5R,Historic Area,1116544.525291438,169555.3920725943,70
2014,V5R,Historic Area,1064357.6133692174,227098.11981244572,48
2014,V5R,Historic Area,1307326.0327906117,167287.01027671588,95
2014,V5R,Historic Area,1358289.8645135264,227087.5813206868,30
2014,V5R,Historic Area,1263789.8382753907,211083.9366762447,82
2014,V5R,Historic Area,1160722.695918617,181217.3402391337,55
2014,V5R,Historic Area,1349078.9830972997,233135.79485006013,54
2014,V5R,Historic Area,1245106.9641152057,171008.33129587397,65
2014,V5R,Industrial,1873397.7983337105,282130.1853714914,8
2014,V5R,Industrial,1958845.3967522169,256894.80957147296,2
2014,V5R,Industrial,1408734.4167801524,226525.45670198227,1
2014,V5R,Industrial,1824266.6995198051,192559.62514218557,2
2014,V5R,Industrial,1562700.8251844076,224207.99385470402,8
2014,V5R,Industrial,1489804.9761510699,246085.9173985871,10
2014,V5R,Industrial,1531573.1128094634,201469.5712244459,4
2014,V5R,Industrial,1707474.6296372877,260419.77307736868,3
2014,V5R,Industrial,1758623.3363287442,210860.5801671716,1
2014,V5R,Industrial,1412792.6119362756,270095.7067789836,9
2014,V5R,Industrial,1845402.9713688006,192405.72644401185,2
2014,V5R,Multiple Family Dwelling,886694.3004578308,240746.534633611,70
2014,V5R,Multiple Family Dwelling,755926.8565669393,255961.44342052584,60
2014,V5R,Multiple Family Dwelling,937913.2378639741,248574.48017999908,44
2014,V5R,Multiple Family Dwelling,762982.7104234961,228763.08130796743,57
2014,V5R,Multiple Family Dwelling,804368.0824763237,212652.86319957403,8
2014,V5R,Multiple Family Dwelling,880319.4807227936,294042.35983545665,71
2014,V5R,Multiple Family Dwelling,803560.4692645678,244309.6898190164,29
2014,V5R,Multiple Family Dwelling,810465.7721199582,308076.4854222586,45
2014,V5R,Multiple Family Dwelling,794886.8093562836,220134.36740600198,60
2014,V5R,Multiple Family Dwelling,895459.0149733806,240664.27482599329,10
2014,V5R,Multiple Family Dwelling,813547.9003164163,242568.19655784534,35
2014,V5R,Multiple Family Dwelling,931613.9855178122,270956.2968703983,61
2014,V5R,Multiple Family Dwelling,904136.5873393223,273630.91100864124,7
2014,V5R,Multiple Family Dwelling,954895.1753199046,258797.12830936257,17
2014,V5R,Multiple Family Dwelling,689141.5126383906,268166.81776546023,6
2014,V5R,Multiple Family Dwelling,917556.2246112442,289121.9967307843,99
2014,V5R,Multiple Family Dwelling,829511.8747353719,250593.39080095117,28
2014,V5R,Multiple Family Dwelling,803908.9901243483,300755.7933953678,23
2014,V5R,Multiple Family Dwelling,729103.4416470195,225987.94534747463,73
2014,V5R,One Family Dwelling,1876249.1280164693,284334.5671081923,15
2014,V5R,One Family Dwelling,2022948.3074843169,250287.95246531727,105
2014,V5R,One Family Dwelling,2101338.2258197814,270252.17211740237,44
2014,V5R,One Family Dwelling,2355859.7893457334,243686.62492489227,146
2014,V5R,One Family Dwelling,2106549.493962609,297800.96340512816,53
2014,V5R,One Family Dwelling,1853527.0887291778,287643.5041293106,97
2014,V5R,One Family Dwelling,2380281.5473162797,289460.8740265356,43
2014,V5R,One Family Dwelling,2345652.8337782044,308532.30172777816,158
2014,V5R,One Family Dwelling,1712671.8629518705,260174.94489713354,147
2014,V5R,One Family Dwelling,2178485.338582868,239650.98836493838,107
2014,V5R,One Family Dwelling,2302845.922111146,265901.23017466586,53
2014,V5R,One Family Dwelling,1962370.2857420307,329026.2563291347,3
2014,V5R,One Family Dwelling,2175232.241853486,278933.16239551717,21
2014,V5R,One Family Dwelling,2076094.436343225,280982.37796263624,132
2014,V5R,One Family Dwelling,1921895.8347432364,264456.8009026262,108
2014,V5R,One Family Dwelling,1752616.0993576767,232467.69208523218,86
2014,V5R,One Family Dwelling,1878980.9479639556,231273.0091141035,73
2014,V5R,One Family Dwelling,2309173.5117820185,285828.2892096066,85
2014,V5R,One Family Dwelling,1672938.3540812703,224181.6905755453,84
2014,V5R,One Family Dwelling,2061046.0217216033,261402.2526293536,115
2014,V5R,Two Family Dwelling,1447873.1058076394,221153.57611696873,63
2014,V5S,Commercial,1394439.1282744654,204497.5814940898,37
2014,V5S,Commercial,1010569.925261228,176801.0723455172,49
2014,V5S,Commercial,1330128.3500106072,217395.8197155167,1
2014,V5S,Commercial,1150026.108629281,175526.56572150782,46
2014,V5S,Commercial,1198511.6490446657,199459.65043612916,47
2014,V5S,Commercial,1372501.881213275,212387.63848336725,24
2014,V5S,Commercial,1156244.5688874458,166867.98811314098,44
2014,V5S,Commercial,1129239.8431417572,198664.32960070972,18
2014,V5S,Commercial,1108106.3911909391,216879.7933842872,30
2014,V5S,Commercial,1213871.796255776,228631.56319934226,38
2014,V5S,Comprehensive Development,1112566.6024952242,383563.9966400595,45
2014,V5S,Comprehensive Development,862962.857450953,286361.5592060779,3
2014,V5S,Comprehensive Development,835968.5715835771,325834.74501071486,13
2014,V5S,Historic Area,1518892.7845336648,231620.31692134796,93
2014,V5S,Historic Area,1258185.8268370393,220534.0912372104,59
2014,V5S,Historic Area,1246422.4696699663,232124.58074869847,100
2014,V5S,Historic Area,1458279.758549672,232115.53635790557,27
2014,V5S,Historic Area,1277283.993278991,239531.71532123187,39
2014,V5S,Historic Area,1460810.4091443038,188659.38236150143,85
2014,V5S,Historic Area,1375429.1495314129,190787.10452745,85
2014,V5S,Historic Area,1314592.6601359951,221275.358561229,24
2014,V5S,Historic Area,1399399.2113863807,195840.6266108632,61
2014,V5S,Historic Area,1553663.368956525,227980.29594952008,42
2014,V5S,Historic Area,1303185.619981248,232850.17061376956,10
2014,V5S,Historic Area,1394947.8595605304,209196.78421448672,25
2014,V5S,Historic Area,1490430.6615916956,176867.21646708422,46
2014,V5S,Historic Area,1449119.9252833964,161770.50350655508,81
2014,V5S,Historic Area,1264068.182135079,167294.3834346256,98
2014,V5S,Historic Area,1189727.783438662,174190.45188126626,4
2014,V5S,Historic Area,1094443.8956454636,193830.36896712397,56
2014,V5S,Historic Area,1180154.34145869,220069.3582233538,22
2014,V5S,Industrial,1660768.3852966903,281546.4300896574,0
2014,V5S,Industrial,1640615.4095405662,197537.29350619754,6
2014,V5S,Industrial,1452780.2063039376,254571.4338379785,2
2014,V5S,Industrial,1711643.2776792697,226684.1722042308,8
2014,V5S,Multiple Family Dwelling,777336.867712226,250114.45743543393,70
2014,V5S,Multiple Family Dwelling,820781.695332952,236068.58400132495,38
2014,V5S,Multiple Family Dwelling,961456.4106521223,286526.61309258966,41
2014,V5S,Multiple Family Dwelling,967889.4877505138,287251.07421077916,86
2014,V5S,Multiple Family Dwelling,814115.9822337768,282626.09801398107,55
2014,V5S,Multiple Family Dwelling,688823.8667728018,305630.0473306077,27
2014,V5S,Multiple Family Dwelling,943259.2010536316,283518.93963709153,2
2014,V5S,Multiple Family Dwelling,776442.4194616149,277631.43709572835,8
2014,V5S,Multiple Family Dwelling,742688.7645048976,258062.4676066029,65
2014,V5S,Multiple Family Dwelling,848649.3166943428,304483.0307269866,75
2014,V5S,Multiple Family Dwelling,966790.4660284244,234987.3486792985,56
2014,V5S,One Family Dwelling,2388967.5245281854,301967.8878762355,164
2014,V5S,One Family Dwelling,2037833.1544917496,297593.0748319978,133
2014,V5S,One Family Dwelling,1973499.172938918,312362.52313515195,109
2014,V5S,One Family Dwelling,1862570.6639375747,237983.32157201067,178
2014,V5S,Two Family Dwelling,1358542.043753568,152963.48291586942,4
2014,V5S,Two Family Dwelling,1415412.5556087068,156281.73101123224,93
2014,V5S,Two Family Dwelling,1385730.7135062476,206474.89015112713,97
2014,V5S,Two Family Dwelling,1618905.6760890835,189730.59302381193,72
2014,V5S,Two Family Dwelling,1522951.1589620246,187465.14996860232,126
2014,V5T,Commercial,1114149.893353324,198250.7447897575,29
2014,V5T,Commercial,1285275.727883381,190003.7390788003,20
2014,V5T,Commercial,1234677.1966331638,239346.69789014547,0
2014,V5T,Commercial,1319962.828259016,165165.41773796605,7
2014,V5T,Commercial,1082985.4806929477,191917.99042288488,42
2014,V5T,Commercial,1296953.5387434566,173162.75328821002,7
2014,V5T,Commercial,1377315.5553662463,180080.79554786696,12
2014,V5T,Commercial,1233516.7945743513,203714.53745298873,5
2014,V5T,Commercial,1146737.9882281732,194148.7578786699,21
2014,V5T,Commercial,1362964.7520747657,194287.90046991725,30
2014,V5T,Commercial,965422.8904389705,229242.3926542528,26
2014,V5T,Comprehensive Development,1054920.198912353,325803.7528680531,26
2014,V5T,Comprehensive Development,795655.6631930157,333524.9015137009,31
2014,V5T,Comprehensive Development,1058230.3361440618,281264.6132388571,47
2014,V5T,Comprehensive Development,975943.9705366407,332929.8017221898,18
2014,V5T,Comprehensive Development,828275.9282203487,307237.6277243867,38
2014,V5T,Comprehensive Development,847074.4819913513,262302.57698836067,14
2014,V5T,Comprehensive Development,910522.1226295592,367519.49783258303,18
2014,V5T,Comprehensive Development,882383.3661049103,347689.719304467,38
2014,V5T,Comprehensive Development,988008.1725260288,294431.04370369914,27
2014,V5T,Comprehensive Development,858294.3879581379,276725.1389156396,36
2014,V5T,Comprehensive Development,789669.1613255189,270042.4497384864,46
2014,V5T,Comprehensive Development,821887.2434453419,357967.73283640237,26
2014,V5T,Comprehensive Development,868671.1941013725,258087.7442732906,16
2014,V5T,Comprehensive Development,889304.2890282334,297605.23536885186,27
2014,V5T,Comprehensive Development,1040164.2487976968,266416.08637964766,28
2014,V5T,Comprehensive Development,765702.5150831396,288173.1557642107,42
2014,V5T,Historic Area,1230110.736144379,196029.37742928998,5
2014,V5T,Historic Area,1353608.24771924,227593.4604365212,63
2014,V5T,Historic Area,1374708.198940245,237115.3727644927,23
2014,V5T,Historic Area,1410741.0312166119,203354.76947603503,83
2014,V5T,Historic Area,1547359.5035993666,179124.5616638515,63
2014,V5T,Historic Area,1423713.606383109,178903.48892230183,3
2014,V5T,Historic Area,1267852.8970909861,220208.4438571263,50
2014,V5T,Historic Area,1155121.2145366569,220617.63471715007,41
2014,V5T,Historic Area,1267561.2432106212,162049.3177990968,70
2014,V5T,Historic Area,1533042.696109093,166262.70852960876,78
2014,V5T,Historic Area,1465701.7789864326,190013.21974525633,83
2014,V5T,Historic Area,1196453.99555369,175931.6906420349,83
2014,V5T,Industrial,1383757.6713986096,206570.18027162144,2
2014,V5T,Industrial,1678865.8482667147,206974.79009602504,1
2014,V5T,Industrial,1780579.1678570842,201407.731072035,9
2014,V5T,Industrial,1701950.5545718032,277088.7370766168,3
2014,V5T,Industrial,1869808.9370603808,248334.3610638849,0
2014,V5T,Industrial,1544890.6297020873,265422.3523394804,9
2014,V5T,Industrial,1802968.0546193086,275984.8483709213,6
2014,V5T,Industrial,1742141.9596657841,285900.8896683968,7
2014,V5T,Industrial,1665400.70563267,240807.47490089576,5
2014,V5T,Industrial,1386789.3575656908,254696.77351201218,8
2014,V5T,Industrial,1378265.8235845398,195752.9998525878,6
2014,V5T,Industrial,1418055.070377183,209442.78101608081,4
2014,V5T,Industrial,2050323.6564369423,208815.9842416681,4
2014,V5T,Industrial,1677193.0286488882,238056.0009459589,7
2014,V5T,Industrial,1694462.8055743247,228341.78920948593,7
2014,V5T,Industrial,1867447.9608323404,281721.7565380366,5
2014,V5T,Industrial,1934065.7917308481,237461.12534191963,9
2014,V5T,Industrial,1994289.9386192418,217893.6372625234,0
2014,V5T,Multiple Family Dwelling,884250.433175006,216301.06000588497,39
2014,V5T,Multiple Family Dwelling,664824.2871171533,302179.77139788517,83
2014,V5T,Multiple Family Dwelling,789508.4719577064,215493.80935384607,38
2014,V5T,Multiple Family Dwelling,663808.5095312678,288120.97830911604,39
2014,V5T,Multiple Family Dwelling,799252.67763361,229489.26826669596,57
2014,V5T,One Family Dwelling,2296910.1639713016,265213.9261071804,172
2014,V5T,One Family Dwelling,1688751.8148264324,307550.7487897446,42
2014,V5T,One Family Dwelling,1768241.7968449218,262779.45220886025,139
2014,V5T,One Family Dwelling,1657003.7780705907,326920.36379553407,94
2014,V5T,One Family Dwelling,1949502.5462569909,227218.4529025788,102
2014,V5T,One Family Dwelling,1841597.9198305279,334583.8421061022,163
2014,V5T,One Family Dwelling,1737974.5730198661,270238.6465957385,18
2014,V5T,One Family Dwelling,2183483.5485836184,235558.4515613337,34
2014,V5T,One Family Dwelling,1793796.7167094,303643.97287700285,59
2014,V5T,One Family Dwelling,1775443.0056325768,311016.3562265096,19
2014,V5T,One Family Dwelling,2054803.0656080192,319514.89057004376,107
2014,V5T,Two Family Dwelling,1336878.8615232978,172990.87317402833,44
2014,V5T,Two Family Dwelling,1262126.1169543646,199520.33953529803,77
2014,V5T,Two Family Dwelling,1485632.3680679703,165009.90360791903,117
2014,V5T,Two Family Dwelling,1488736.3495222472,195629.83489067855,15
2014,V5T,Two Family Dwelling,1510995.705370596,148317.34445916017,115
2014,V5T,Two Family Dwelling,1348702.9208363893,173418.86880759764,107
2014,V5T,Two Family Dwelling,1350234.51208557,162165.66615330754,43
2014,V5T,Two Family Dwelling,1467247.0413954107,192327.00811511878,6
2014,V5T,Two Family Dwelling,1535526.5121280493,196383.211113369,26
2014,V5V,Commercial,1132009.2169777276,238839.65053930486,13
2014,V5V,Commercial,1080258.8317824022,187329.98301419895,0
2014,V5V,Commercial,1346482.2669050405,186204.64361024674,29
2014,V5V,Commercial,1106167.9819116616,218985.6578558746,15
2014,V5V,Commercial,1094972.0540723382,226256.43091072934,24
2014,V5V,Commercial,1219220.799662524,233230.0452947096,35
2014,V5V,Commercial,1329160.621416415,164914.1349710536,13
2014,V5V,Commercial,1295557.8989142354,235045.9928553799,31
2014,V5V,Commercial,1191205.4053206868,180639.5178451442,35
2014,V5V,Commercial,1367456.5882252452,219167.23956554636,6
2014,V5V,Commercial,1155837.767844788,204005.34537600793,47
2014,V5V,Commercial,1105591.9360512847,239651.66866993636,5
2014,V5V,Commercial,1104765.3554004782,167404.47858838737,24
2014,V5V,Commercial,987026.5886078135,234005.8677309575,37
2014,V5V,Commercial,1211241.5849816352,170547.05176883255,38
2014,V5V,Commercial,1067591.0831205389,223438.48408763428,9
2014,V5V,Commercial,1242497.3575764596,223124.24554518593,11
2014,V5V,Commercial,1369593.248785359,231326.07531351637,50
2014,V5V,Commercial,1406289.1566724824,169165.86908465502,35
2014,V5V,Comprehensive Development,1137377.9850391455,366226.01488076156,30
2014,V5V,Comprehensive Development,1036459.2471766255,378767.75828369544,19
2014,V5V,Comprehensive Development,848614.2167973125,336504.0284591109,42
2014,V5V,Comprehensive Development,871261.5399842374,300163.07045880187,43
2014,V5V,Comprehensive Development,967493.3684784382,302083.98675331596,13
2014,V5V,Comprehensive Development,764938.4881912131,355176.68100696907,7
2014,V5V,Comprehensive Development,1112059.4314224378,258201.9703308391,22
2014,V5V,Comprehensive Development,1011555.2178963148,316577.62848154566,37
2014,V5V,Historic Area,1163958.366681535,199946.7312581179,34
2014,V5V,Historic Area,1159387.1886144422,177310.7367351815,94
2014,V5V,Historic Area,1539433.1083972172,164431.6759265306,19
2014,V5V,Historic Area,1558273.0789651559,185369.10689760686,56
2014,V5V,Historic Area,1516706.3331460496,218631.32071923625,92
2014,V5V,Historic Area,1072891.9243366015,203678.9306951138,98
2014,V5V,Historic Area,1335970.4237807568,204003.04148295114,42
2014,V5V,Historic Area,1453451.0305909829,198971.3691188772,17
2014,V5V,Historic Area,1495979.7783439872,234888.6130782617,51
2014,V5V,Historic Area,1289880.2595690584,229073.61087996745,36
2014,V5V,Historic Area,1116122.1699435066,201573.63811710742,55
2014,V5V,Historic Area,1273069.9159833656,235058.9122313206,49
2014,V5V,Historic Area,1551675.4083719337,191075.4103032516,78
2014,V5V,Historic Area,1421809.4085453588,224867.79898347828,26
2014,V5V,Historic Area,1327734.5251630559,211648.81270853124,97
2014,V5V,Historic Area,1384831.5239516739,210853.8771863711,92
2014,V5V,Industrial,1971825.1009931392,200973.72574426245,3
2014,V5V,Industrial,2012191.0689778596,281187.11510370165,7
2014,V5V,Industrial,1523571.0785108088,220581.06476101544,6
2014,V5V,Industrial,1828642.3578048574,280517.05643130146,3
2014,V5V,Industrial,1848753.9246560223,200736.30116217068,5
2014,V5V,Industrial,1394731.3923601059,215443.89166572527,10
2014,V5V,Industrial,1581424.3272668547,266071.0511450289,2
2014,V5V,Industrial,1435695.5410368117,259896.02402255055,3
2014,V5V,Industrial,1456833.22768033,264680.09426864516,8
2014,V5V,Industrial,1603985.8088150334,203452.75556797048,2
2014,V5V,Industrial,1395412.4127407903,272840.5880049917,6
2014,V5V,Industrial,1929260.4610343766,198344.52743856588,8
2014,V5V,Multiple Family Dwelling,827340.9909406889,235330.35423559573,58
2014,V5V,Multiple Family Dwelling,718573.5338786254,311474.8503406832,55
2014,V5V,Multiple Family Dwelling,965230.9840507965,258272.85528615615,49
2014,V5V,Multiple Family Dwelling,971159.7443155907,288207.7411425616,70
2014,V5V,Multiple Family Dwelling,836706.6470535595,261765.7716562676,20
2014,V5V,Multiple Family Dwelling,971637.6127104866,300699.29456051503,65
2014,V5V,One Family Dwelling,2117168.174128633,258556.5414215666,49
2014,V5V,One Family Dwelling,1836412.7804098465,244597.3725458059,86
2014,V5V,One Family Dwelling,1944027.2111893585,282670.3586958484,3
2014,V5V,One Family Dwelling,1653498.4352344451,297091.252407279,145
2014,V5V,One Family Dwelling,1642411.1325942448,251435.89480787853,96
2014,V5V,One Family Dwelling,2368326.0619351035,299040.2071245673,169
2014,V5V,One Family Dwelling,1640724.9043094907,286172.3796492838,91
2014,V5V,One Family Dwelling,2149650.806006779,292597.76695641933,110
2014,V5V,One Family Dwelling,2055726.3761541168,269297.37006733933,44
2014,V5V,One Family Dwelling,1626942.0200479452,267212.5702621061,87
2014,V5V,One Family Dwelling,2195964.7723537735,225886.80611907016,46
2014,V5V,One Family Dwelling,1675922.2463053232,248322.4762782182,75
2014,V5V,One Family Dwelling,2012982.3492144858,318324.45853215794,69
2014,V5V,One Family Dwelling,1974441.350315728,243994.26969561097,86
2014,V5V,Two Family Dwelling,1403481.4868775741,153323.30243405676,91
2014,V5V,Two Family Dwelling,1339824.4961541821,154553.45633170073,118
2014,V5V,Two Family Dwelling,1599475.9686647952,152497.1801586362,48
2014,V5V,Two Family Dwelling,1556626.0287617394,168832.88769766068,23
2014,V5V,Two Family Dwelling,1550240.0476968219,188745.65484579222,37
2014,V5V,Two Family Dwelling,1616678.5902754336,166800.90398143348,87
2014,V5V,Two Family Dwelling,1648318.2523678276,191074.27403017256,26
2014,V5V,Two Family Dwelling,1222954.3268896716,176076.31088681947,52
2014,V5V,Two Family Dwelling,1253910.8299070457,200377.12668015217,32
2014,V5V,Two Family Dwelling,1321993.8551330303,157369.41506642767,58
2014,V5V,Two Family Dwelling,1651935.8458593155,168760.20150579943,77
2014,V5V,Two Family Dwelling,1372516.3533364665,180587.48652108698,73
2014,V5V,Two Family Dwelling,1687697.9650665333,156995.0929180501,129
2014,V5V,Two Family Dwelling,1310405.9811116525,206083.29496720404,52
2014,V5V,Two Family Dwelling,1585679.855651422,155529.35366328683,77
2014,V5V,Two Family Dwelling,1269216.3962466102,183231.85422539205,13
2014,V5W,Commercial,1321359.44166028,200521.81899591535,8
2014,V5W,Commercial,1082762.5829628443,193787.35219562,20
2014,V5W,Commercial,1424528.2496175577,237748.80732809257,47
2014,V5W,Commercial,1303729.989359173,176147.46855473577,33
2014,V5W,Commercial,1356110.1193557202,216192.39161855698,25
2014,V5W,Commercial,1393739.9493524688,211210.033494784,5
2014,V5W,Commercial,1036414.9421283347,173752.11644380982,6
2014,V5W,Commercial,1356997.0841519893,236046.39529362053,50
2014,V5W,Comprehensive Development,949390.2797913473,363365.3850352366,45
2014,V5W,Comprehensive Development,915933.4143252557,377880.10674503894,3
2014,V5W,Comprehensive Development,874220.7825290264,343578.12860962446,7
2014,V5W,Comprehensive Development,1131971.5478093324,381319.73279725696,9
2014,V5W,Comprehensive Development,996096.9929264439,377277.36630012625,36
2014,V5W,Comprehensive Development,783792.0237053853,343997.4267174377,28
2014,V5W,Comprehensive Development,1115069.466920983,326585.111082615,45
2014,V5W,Comprehensive Development,1131636.6412490786,314365.75968265993,3
2014,V5W,Comprehensive Development,1019812.0017080933,364906.16331638437,42
2014,V5W,Comprehensive Development,880293.8737910955,379606.8760085994,16
